"index";"Company";"TypeName";"Inches";"screen_size";"resolution_height";"touchscreen";"resolution_width";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"secondary_storage";"primrary_storage";"memory_type";"gpu_brand";"OpSys";"Weight";"Price";"ppi"
554;"Dell";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i5";2.3;4;0;500;"HDD";"Intel";"windows";1.95;38889;100
555;"Lenovo";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";1.6;8;0;256;"SSD";"AMD";"windows";1.75;59462;157
556;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;4;0;128;"SSD";"Intel";"other";2.2;24935;141
557;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";1.8;8;0;256;"SSD";"AMD";"windows";6.2;48964;141
558;"Lenovo";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;1024;"HDD";"Nvidia";"other";2.5;54186;141
559;"Dell";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i5";1.6;8;0;1024;"HDD";"Intel";"windows";1.55;35112;166
560;"Lenovo";"Netbook";11.6;"1";768;0;1366;"Intel";"Celeron Dual";1.6;4;0;16;"SSD";"Intel";"other";1.25;14119;135
561;"HP";"Workstation";17.3;"3";900;0;1600;"Intel";"Core i5";2.8;8;0;500;"HDD";"Nvidia";"windows";3.14;99154;106
562;"Acer";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.56;48059;157
563;"Lenovo";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;8;1024;256;"Hybrid";"Nvidia";"windows";3.2;74539;141
564;"Samsung";"Ultrabook";13.3;"1";1080;0;1920;"Intel";"Core i7";2.7;16;0;256;"SSD";"Intel";"windows";0.81;87859;166
565;"Asus";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.7;32;0;512;"SSD";"Nvidia";"windows";3.8;149131;127
566;"HP";"Notebook";15.6;"2";768;0;1366;"AMD";"E-Series 7110";1.8;4;0;500;"HDD";"AMD";"windows";1.86;15824;100
567;"Lenovo";"Notebook";14.0;"1";768;0;1366;"Intel";"Celeron Dual";1.6;2;0;32;"Flash Storage";"Intel";"windows";1.42;13267;112
568;"Dell";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.6;63883;166
569;"Dell";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.0;4;0;1024;"HDD";"AMD";"linux";2.18;24775;100
570;"Razer";"Gaming";17.3;"3";2160;1;3840;"Intel";"Core i7";2.9;32;0;512;"SSD";"Nvidia";"windows";3.49;292987;255
571;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Nvidia";"other";2.2;33513;141
572;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.7;8;0;1024;"HDD";"Nvidia";"windows";2.04;47952;141
573;"Dell";"Workstation";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;8;0;1024;"HDD";"Nvidia";"windows";2.23;94732;141
574;"Lenovo";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i3";2.7;4;0;128;"SSD";"Intel";"windows";1.7;31915;157
575;"Dell";"2 in 1 Convertible";13.3;"1";1800;1;3200;"Intel";"Core i7";1.3;16;0;512;"SSD";"Intel";"windows";1.22;101179;276
576;"MSI";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.6;8;1024;128;"Hybrid";"Nvidia";"windows";2.2;78647;141
577;"HP";"Netbook";11.6;"1";768;0;1366;"Intel";"Celeron Dual";1.6;4;0;16;"Flash Storage";"Intel";"other";1.23;20513;135
578;"Dell";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";3.21;147832;141
579;"Lenovo";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i5";2.5;4;0;500;"HDD";"Intel";"windows";2.38;56210;100
580;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;8;0;256;"SSD";"Nvidia";"windows";1.93;72940;141
581;"Lenovo";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.0;4;0;500;"HDD";"Intel";"windows";2.1;26102;100
582;"Lenovo";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.3;55092;166
583;"Lenovo";"Notebook";13.3;"1";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.44;50563;166
584;"Lenovo";"Notebook";14.0;"1";768;0;1366;"Intel";"Core i5";2.3;4;0;508;"Hybrid";"Intel";"windows";1.7;53387;112
585;"Lenovo";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.37;93635;166
586;"HP";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Nvidia";"windows";1.64;55905;157
587;"Dell";"Gaming";15.6;"2";2160;0;3840;"Intel";"Core i7";2.8;16;0;512;"SSD";"Nvidia";"windows";2.62;89457;282
588;"HP";"Notebook";17.3;"3";1080;0;1920;"Intel";"Core i7";2.7;8;0;1024;"HDD";"Nvidia";"windows";2.63;68198;127
589;"HP";"Notebook";15.6;"2";1080;0;1920;"AMD";"A10-Series A10-9620P";2.5;6;0;128;"SSD";"AMD";"windows";1.91;30311;141
590;"Acer";"Notebook";11.6;"1";768;0;1366;"Intel";"Pentium Quad";1.6;4;0;128;"Flash Storage";"Intel";"windows";1.4;25841;135
591;"Acer";"Notebook";14.0;"1";768;0;1366;"Intel";"Celeron Dual";1.6;4;0;32;"Flash Storage";"Intel";"other";1.68;18595;112
592;"Lenovo";"Ultrabook";12.5;"1";1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.36;84396;176
593;"MSI";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.7;79215;127
594;"Lenovo";"Notebook";25.6;"3";1080;0;1920;"Intel";"Core i5";1.6;8;1024;256;"Hybrid";"AMD";"windows";2.1;60979;86
595;"HP";"Workstation";15.6;"2";1080;0;1920;"Intel";"Core i7";2.7;8;0;8;"SSD";"Nvidia";"windows";2.0;119827;141
596;"Dell";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;16;1024;128;"Hybrid";"Nvidia";"windows";2.6;71875;141
597;"HP";"Notebook";17.3;"3";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Nvidia";"windows";2.63;57542;127
598;"Chuwi";"Notebook";15.6;"2";1080;0;1920;"Intel";"Atom x5-Z8350";1.4;4;0;64;"Flash Storage";"Intel";"windows";1.89;13261;141
599;"Lenovo";"Ultrabook";12.5;"1";1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.36;87912;176
600;"Dell";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i5";1.2;8;0;256;"SSD";"Intel";"windows";1.24;101179;166
601;"Dell";"Ultrabook";13.3;"1";1800;1;3200;"Intel";"Core i7";2.5;16;0;512;"SSD";"Intel";"windows";1.29;119347;276
602;"HP";"2 in 1 Convertible";11.6;"1";768;1;1366;"Intel";"Celeron Dual";1.1;8;0;64;"Flash Storage";"Intel";"other";1.4;26374;135
603;"MSI";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;16;1024;512;"Hybrid";"Nvidia";"windows";2.9;128671;127
604;"Asus";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;8;0;1024;"HDD";"Nvidia";"other";2.5;62284;141
605;"HP";"Notebook";15.6;"2";768;0;1366;"Intel";"Celeron Dual";1.6;4;0;500;"HDD";"Intel";"windows";2.1;18488;100
606;"Dell";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i5";2.5;8;0;128;"SSD";"Intel";"windows";1.95;43157;100
607;"HP";"Notebook";13.3;"1";1080;0;1920;"Intel";"Core i7";1.8;8;0;512;"SSD";"Intel";"windows";1.49;58768;166
608;"LG";"Ultrabook";14.0;"1";1080;1;1920;"Intel";"Core i7";2.7;8;0;512;"SSD";"Intel";"windows";0.98;101179;157
609;"Asus";"Notebook";14.0;"1";768;0;1366;"Intel";"Celeron Dual";1.1;4;0;32;"Flash Storage";"Intel";"windows";1.5;14812;112
610;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";1.8;16;2048;256;"Hybrid";"AMD";"windows";2.2;60473;141
611;"Lenovo";"2 in 1 Convertible";10.1;"1";1200;1;1920;"Intel";"Atom x5-Z8550";1.4;4;0;64;"Flash Storage";"Intel";"windows";0.69;25521;224
612;"Samsung";"Ultrabook";13.3;"1";1080;1;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.31;85195;166
613;"MSI";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.2;63883;141
614;"Asus";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";2.9;128884;127
615;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.3;8;0;1024;"HDD";"AMD";"other";2.32;31915;141
616;"Toshiba";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.2;4;0;500;"HDD";"Intel";"windows";2.1;23816;100
617;"Lenovo";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.3;8;0;256;"SSD";"Intel";"windows";1.8;63456;157
618;"Lenovo";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.5;55837;141
619;"Acer";"Netbook";11.6;"1";768;0;1366;"Intel";"Celeron Dual";1.6;4;0;32;"Flash Storage";"Intel";"windows";1.4;14332;135
620;"Asus";"Notebook";15.6;"2";768;0;1366;"AMD";"A9-Series 9420";3.0;4;0;1024;"HDD";"AMD";"windows";1.68;24988;100
621;"Dell";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.0;4;0;1024;"HDD";"AMD";"linux";2.18;24280;100
622;"Asus";"Notebook";15.6;"2";768;0;1366;"Intel";"Pentium Quad";1.1;4;0;500;"HDD";"Intel";"windows";2.0;16197;100
623;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i3";2.0;4;0;1024;"HDD";"AMD";"other";2.2;25521;141
624;"Lenovo";"2 in 1 Convertible";13.9;"1";1080;1;1920;"Intel";"Core i7";1.8;8;0;512;"SSD";"Intel";"windows";1.37;98515;158
625;"Asus";"Ultrabook";13.3;"1";1080;0;1920;"Intel";"Core i5";2.3;8;0;512;"SSD";"Nvidia";"windows";1.45;54665;166
626;"Dell";"Ultrabook";12.5;"1";1080;0;1920;"Intel";"Core i7";2.8;16;0;256;"SSD";"Intel";"windows";1.18;99048;176
627;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.3;4;0;500;"HDD";"Intel";"windows";2.07;48485;141
628;"Asus";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i5";2.5;12;1024;128;"Hybrid";"Nvidia";"windows";2.2;72988;127
629;"Toshiba";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.5;16;0;512;"SSD";"Nvidia";"windows";2.4;74752;141
630;"Asus";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.6;16;1024;256;"Hybrid";"Nvidia";"windows";4.3;125208;127
631;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.3;4;0;500;"HDD";"Intel";"windows";2.2;28505;141
632;"Toshiba";"Notebook";13.3;"1";1080;0;1920;"Intel";"Core i5";2.3;4;0;128;"SSD";"Intel";"windows";1.2;63670;166
633;"MSI";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;1024;128;"Hybrid";"Nvidia";"windows";2.2;59669;141
634;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;12;1024;128;"Hybrid";"Nvidia";"windows";2.21;70703;141
635;"HP";"2 in 1 Convertible";11.6;"1";768;1;1366;"Intel";"Pentium Quad";1.1;4;0;256;"SSD";"Intel";"windows";1.45;41292;135
636;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;4;0;1024;"HDD";"Nvidia";"other";2.2;26587;141
637;"Dell";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i5";2.6;4;0;500;"HDD";"Intel";"windows";1.93;51096;100
638;"HP";"Notebook";15.6;"2";1080;0;1920;"AMD";"A12-Series 9720P";2.7;6;0;1024;"HDD";"AMD";"windows";2.1;28185;141
639;"Dell";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.0;4;0;1024;"HDD";"AMD";"windows";2.18;32714;100
640;"Acer";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;8;0;256;"SSD";"Nvidia";"linux";2.5;46833;141
641;"Lenovo";"Ultrabook";14.0;"1";1440;0;2560;"Intel";"Core i7";2.5;64;0;512;"SSD";"Intel";"windows";1.17;89864;210
642;"HP";"Workstation";17.3;"3";1080;0;1920;"Intel";"Core i7";2.6;8;0;1024;"HDD";"AMD";"windows";3.0;154459;127
643;"Toshiba";"Ultrabook";14.0;"1";768;0;1366;"Intel";"Core i5";2.5;4;0;128;"SSD";"Intel";"windows";1.25;58075;112
644;"Google";"Ultrabook";12.3;"1";1600;1;2400;"Intel";"Core i7";1.3;16;0;512;"SSD";"Intel";"other";1.1;117163;235
645;"Dell";"Notebook";15.6;"2";768;0;1366;"Intel";"Pentium Quad";1.6;4;0;500;"HDD";"Intel";"linux";2.2;20965;100
646;"Dell";"Ultrabook";14.0;"1";1440;1;2560;"Intel";"Core i7";2.6;8;0;256;"SSD";"Intel";"windows";1.5;104588;210
647;"Lenovo";"Notebook";13.3;"1";1080;0;1920;"Intel";"Core i3";2.4;4;0;128;"SSD";"Intel";"windows";1.5;29251;166
648;"Acer";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;16;0;256;"SSD";"Nvidia";"windows";2.5;69211;141
649;"Lenovo";"Ultrabook";14.0;"1";1440;0;2560;"Intel";"Core i7";2.6;16;0;512;"SSD";"Intel";"windows";1.1;111835;210
650;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;1024;"HDD";"Intel";"linux";1.98;38681;141
651;"HP";"Workstation";17.3;"3";1080;0;1920;"Intel";"Xeon E3-1535M";2.9;16;0;256;"SSD";"Nvidia";"windows";3.0;233846;127
652;"Asus";"2 in 1 Convertible";15.6;"2";2160;1;3840;"Intel";"Core i7";2.7;16;2048;512;"Hybrid";"Nvidia";"windows";2.3;95851;282
653;"Lenovo";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i7";2.5;8;0;500;"HDD";"Nvidia";"other";2.2;33513;100
654;"Dell";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.8;8;0;256;"SSD";"Intel";"windows";1.6;64202;157
655;"HP";"Notebook";14.0;"1";768;0;1366;"Intel";"Core i5";2.5;4;0;256;"SSD";"Intel";"windows";1.64;51841;112
656;"HP";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";3.78;79813;127
657;"Dell";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.6;32;1024;256;"Hybrid";"Nvidia";"windows";4.42;149184;127
658;"Dell";"Notebook";17.3;"3";1080;0;1920;"Intel";"Core i7";2.7;8;0;1024;"HDD";"AMD";"linux";2.83;46087;127
659;"Dell";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.62;61752;141
660;"Acer";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.0;4;0;500;"HDD";"Nvidia";"windows";2.2;24988;100
661;"HP";"Notebook";14.0;"1";768;0;1366;"Intel";"Core i3";2.4;4;0;500;"HDD";"Intel";"windows";1.64;36444;112
662;"Lenovo";"Notebook";17.3;"3";900;0;1600;"Intel";"Core i5";2.5;6;1024;128;"Hybrid";"Nvidia";"windows";2.8;38308;106
663;"Asus";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i5";2.5;6;0;1024;"HDD";"Intel";"windows";1.5;34046;166
664;"HP";"Ultrabook";12.5;"1";768;0;1366;"Intel";"Core i5";2.4;8;0;256;"SSD";"Intel";"windows";1.26;100966;125
665;"Dell";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.4;4;0;128;"SSD";"Intel";"windows";2.18;29144;100
666;"Dell";"Ultrabook";14.0;"1";1080;0;1920;"Intel";"Core i7";2.8;8;0;256;"SSD";"Intel";"windows";1.36;94572;157
667;"Dell";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;8;0;1024;"HDD";"Nvidia";"windows";2.62;63883;141
668;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;4;0;1024;"HDD";"Nvidia";"windows";2.4;32448;141
669;"Lenovo";"2 in 1 Convertible";13.9;"1";1080;1;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.38;71875;158
670;"Lenovo";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.0;4;0;1024;"HDD";"AMD";"other";1.9;19607;100
671;"Acer";"Notebook";15.6;"2";768;0;1366;"Intel";"Pentium Quad";1.1;4;0;1024;"HDD";"Intel";"linux";2.1;15877;100
672;"Asus";"Notebook";14.0;"1";1080;0;1920;"Intel";"Celeron Dual";1.1;4;0;32;"Flash Storage";"Intel";"windows";1.5;15877;157
673;"Lenovo";"Ultrabook";14.0;"1";1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"Flash Storage";"Intel";"windows";1.13;109171;157
674;"Toshiba";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";2.0;73953;141
675;"Dell";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i5";2.5;4;0;500;"HDD";"AMD";"windows";2.25;31915;100
676;"Lenovo";"2 in 1 Convertible";14.0;"1";1080;1;1920;"Intel";"Core i7";2.7;16;0;512;"SSD";"Intel";"windows";1.38;93187;157
677;"HP";"Notebook";15.6;"2";1080;0;1920;"AMD";"A6-Series A6-9220";2.5;4;0;256;"SSD";"AMD";"windows";1.91;25515;141
678;"Acer";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;1024;"HDD";"Nvidia";"linux";2.4;37776;141
679;"Lenovo";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;16;0;512;"SSD";"Nvidia";"windows";2.4;63883;141
680;"Lenovo";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;1024;128;"Hybrid";"Nvidia";"other";2.4;52694;141
681;"Dell";"Ultrabook";12.5;"1";1080;1;1920;"Intel";"Core i5";2.4;8;0;256;"SSD";"Intel";"windows";1.26;91288;176
682;"Lenovo";"2 in 1 Convertible";14.0;"1";1080;1;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.7;53227;157
683;"Toshiba";"Ultrabook";13.3;"1";768;0;1366;"Intel";"Core i5";2.3;8;0;256;"SSD";"Intel";"windows";1.2;58342;118
684;"Asus";"Notebook";17.3;"3";900;0;1600;"Intel";"Pentium Quad";1.6;4;0;1024;"HDD";"Nvidia";"windows";2.8;28238;106
685;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.9;8;0;256;"SSD";"Nvidia";"windows";2.67;111355;141
686;"Samsung";"Ultrabook";15.0;"2";1080;0;1920;"Intel";"Core i7";2.7;16;0;256;"SSD";"Nvidia";"windows";1.23;98515;147
687;"Google";"Ultrabook";12.3;"1";1600;1;2400;"Intel";"Core i5";1.2;8;0;256;"SSD";"Intel";"other";1.1;83064;235
688;"Acer";"Notebook";15.6;"2";768;0;1366;"AMD";"A9-Series 9420";3.0;6;0;1024;"HDD";"AMD";"windows";2.1;21792;100
689;"Asus";"Notebook";15.6;"2";768;0;1366;"Intel";"Celeron Dual";1.1;4;0;500;"HDD";"Intel";"linux";2.0;11935;100
690;"Acer";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.0;4;0;500;"HDD";"Intel";"windows";2.4;23976;100
691;"Dell";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;32;1024;512;"Hybrid";"Nvidia";"windows";4.42;163724;127
692;"HP";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.0;4;0;1024;"HDD";"Intel";"other";1.86;57132;100
693;"Acer";"Notebook";15.6;"2";1080;0;1920;"Intel";"Celeron Dual";1.5;4;0;16;"Flash Storage";"Intel";"other";2.2;19128;141
694;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.3;8;0;256;"SSD";"Intel";"windows";1.88;84129;141
695;"Lenovo";"Ultrabook";14.0;"1";1080;0;1920;"Intel";"Core i7";2.8;8;0;256;"SSD";"Nvidia";"windows";1.96;101392;157
696;"Acer";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;4;0;1024;"HDD";"Nvidia";"windows";2.23;32820;141
697;"MSI";"Gaming";15.6;"2";2160;0;3840;"Intel";"Core i7";2.8;16;2048;256;"Hybrid";"Nvidia";"windows";1.8;122491;282
698;"Lenovo";"Ultrabook";14.0;"1";1080;0;1920;"Intel";"Core i7";2.7;8;0;512;"SSD";"Intel";"windows";1.13;133147;157
699;"HP";"Ultrabook";12.5;"1";1080;0;1920;"Intel";"Core i7";2.5;8;0;256;"SSD";"Intel";"windows";1.26;71875;176
700;"Lenovo";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.6;8;1024;128;"Hybrid";"Nvidia";"windows";3.31;63723;141
701;"HP";"Notebook";14.0;"1";768;0;1366;"Intel";"Core i5";2.5;4;0;500;"HDD";"Intel";"windows";1.64;41505;112
702;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"AMD";"windows";2.18;42081;141
703;"Asus";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;4;0;1024;"HDD";"Nvidia";"linux";2.1;27652;141
704;"Acer";"Netbook";11.6;"1";768;0;1366;"Intel";"Celeron Dual";1.6;4;0;32;"Flash Storage";"Intel";"other";1.25;15824;135
705;"Asus";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";2.99;93187;127
706;"Dell";"Ultrabook";13.3;"1";1080;0;1920;"Intel";"Core i5";1.6;4;0;256;"SSD";"AMD";"windows";1.4;43602;166
707;"Lenovo";"Notebook";35.6;"3";768;0;1366;"AMD";"E-Series E2-9000";2.2;4;0;128;"SSD";"AMD";"windows";2.2;18595;44
708;"Toshiba";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.3;8;0;256;"SSD";"Intel";"windows";1.95;62870;157
709;"MSI";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";2.7;79536;127
710;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.7;4;0;256;"SSD";"AMD";"windows";2.18;39374;141
711;"HP";"Ultrabook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.84;40067;141
712;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.3;8;0;256;"SSD";"Intel";"windows";2.31;62071;141
713;"Acer";"Ultrabook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.8;48964;157
714;"Dell";"Gaming";17.3;"3";2160;0;3840;"Intel";"Core i7";2.8;32;1024;512;"Hybrid";"Nvidia";"windows";4.42;167692;255
715;"Dell";"Ultrabook";13.3;"1";1800;0;3200;"Intel";"Core i7";2.5;8;0;256;"SSD";"Intel";"windows";1.3;67559;276
716;"Asus";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.6;8;0;1024;"HDD";"Nvidia";"windows";2.2;62284;141
717;"Lenovo";"2 in 1 Convertible";15.6;"2";1080;1;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"AMD";"windows";2.08;51096;141
718;"Dell";"2 in 1 Convertible";15.0;"2";1080;1;1920;"Intel";"Core i3";2.4;4;0;500;"HDD";"Intel";"windows";2.08;27120;147
719;"Mediacom";"Notebook";13.3;"1";1080;0;1920;"Intel";"Atom x5-Z8350";1.4;4;0;32;"Flash Storage";"Intel";"windows";1.35;13586;166
720;"HP";"Notebook";14.0;"1";768;0;1366;"Intel";"Pentium Quad";1.6;8;0;2048;"HDD";"Intel";"windows";1.94;20726;112
721;"Asus";"Ultrabook";14.0;"1";1080;0;1920;"Intel";"Core i7";2.7;16;0;512;"SSD";"Intel";"windows";11.1;101232;157
722;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i3";2.0;4;1024;128;"Hybrid";"AMD";"windows";2.1;26587;141
723;"HP";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.28;121319;166
724;"Acer";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.0;4;0;128;"SSD";"Intel";"linux";2.1;21951;100
725;"Toshiba";"Notebook";13.3;"1";1080;0;1920;"Intel";"Core i5";2.3;8;0;256;"SSD";"Intel";"windows";1.2;77789;166
726;"Lenovo";"Ultrabook";14.0;"1";1080;0;1920;"Intel";"Core i7";2.6;12;0;512;"SSD";"Intel";"windows";1.4;122491;157
727;"Asus";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;8;1024;256;"Hybrid";"Nvidia";"windows";2.7;85195;127
728;"Dell";"Notebook";15.6;"2";2160;1;3840;"Intel";"Core i7";2.8;16;0;1024;"SSD";"Nvidia";"windows";2.06;127819;282
729;"Lenovo";"Notebook";17.3;"3";900;0;1600;"Intel";"Core i5";2.5;8;0;1024;"HDD";"Intel";"other";2.8;28718;106
730;"Toshiba";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.3;4;0;128;"SSD";"Intel";"windows";1.47;58874;157
731;"MSI";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";1.8;111594;141
732;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.6;8;0;500;"HDD";"Intel";"windows";1.9;49817;141
733;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"AMD";"A12-Series 9720P";3.6;6;0;256;"SSD";"AMD";"windows";2.2;29251;141
734;"HP";"Ultrabook";12.5;"1";1080;0;1920;"Intel";"Core i5";2.5;4;0;500;"HDD";"Intel";"windows";1.26;81998;176
735;"Apple";"Ultrabook";12.0;"1";1440;0;2304;"Intel";"Core M";1.1;8;0;256;"Flash Storage";"Intel";"macos";0.0;61965;226
736;"Asus";"Ultrabook";13.3;"1";1800;0;3200;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.2;60153;276
737;"Asus";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Nvidia";"windows";2.3;41931;141
